ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
IDiEgvAvG,2017-01-13 12:47:07,8398873,11,904,26391770,f,Firefox,Mobile,0
ID8bQi5gg,2017-01-12 19:20:37,2992810,208992,904,58604466,a,Edge,Tablet,0
IDZgcvJY3,2017-01-15 11:56:05,9738881,148387,904,20301556,a,Firefox,Mobile,0
IDziUoRQS,2017-01-19 00:10:06,5931273,145867,904,94350426,d,Edge,Tablet,0
IDyElWitg,2017-01-14 11:06:16,8500467,899554,904,26391770,e,Mozilla,Desktop,0
IDRp84uJM,2017-01-16 15:48:44,4225541,693727,904,29916445,f,Mozilla Firefox,Desktop,0
IDGvbZN62,2017-01-18 16:22:59,8070872,876702,904,58604466,e,Firefox,Mobile,0
ID5YA219r,2017-01-14 17:17:12,4008126,65270,904,26391770,b,Edge,Tablet,0
IDvYHGLGc,2017-01-10 12:26:06,,929174,904,26391770,d,Mozilla Firefox,Desktop,0
IDsu17WcK,2017-01-10 13:28:15,3489338,622916,904,74363610,b,Mozilla,Desktop,0
IDtX7HLtZ,2017-01-17 14:35:45,4560942,622848,904,94350426,b,Firefox,Mobile,0
IDD37wKRb,2017-01-12 09:25:55,4353066,591660,904,2050923,b,InternetExplorer,Desktop,0
IDrsxxZKP,2017-01-14 15:39:04,2544078,135614,904,26391770,b,Firefox,Mobile,0
IDin24Y9s,2017-01-10 09:20:52,2030321,647876,904,26391770,b,Firefox,Mobile,0
ID1qIq22o,2017-01-16 14:15:31,1886615,608762,904,29916445,e,Firefox,Mobile,0
IDHFfBvG2,2017-01-11 18:11:54,6663882,885318,904,20301556,b,Edge,Tablet,0
IDO6Qu2gl,2017-01-18 12:46:05,5770266,883602,904,94350426,a,Chrome,Desktop,0
IDKmI8ObJ,2017-01-12 14:39:03,6776484,735333,904,26391770,b,Internet Explorer,Tablet,0
ID2KuVNKX,2017-01-12 16:24:54,5733342,805980,904,26391770,b,Firefox,Mobile,0
IDVbK77i1,2017-01-16 04:14:19,4786627,788318,904,29916445,a,InternetExplorer,Desktop,0
IDnJwNjOB,2017-01-13 16:55:58,5250101,613408,904,26391770,a,Google Chrome,Mobile,0
IDVeV0NOb,2017-01-12 12:50:12,72216,100478,904,29916445,a,Firefox,Mobile,0
IDaBlE7X2,2017-01-18 09:15:30,4782754,336184,904,26391770,a,Firefox,Mobile,0
ID2wkFWt8,2017-01-18 16:53:42,8070872,876702,904,58604466,d,Firefox,Mobile,0
IDTSR2eLL,2017-01-15 09:26:21,2158311,861010,904,94350426,b,Mozilla Firefox,Desktop,0
IDjFSBpS2,2017-01-17 10:30:53,8291855,503312,904,29916445,b,Edge,Tablet,0
IDYyoNKYX,2017-01-10 10:49:57,,242140,904,74363610,b,Firefox,Mobile,0
IDHSSznvf,2017-01-11 18:52:57,7238068,91559,904,2050923,f,Firefox,Mobile,0
IDTemVPlc,2017-01-19 08:30:34,122976,895356,904,58604466,b,Edge,Tablet,0
IDFlLC8je,2017-01-12 17:03:01,5584869,40719,904,74363610,b,Mozilla,Desktop,0
IDmACYvZJ,2017-01-14 13:32:45,7963155,424070,904,58604466,f,,Desktop,0
ID8ZyIofT,2017-01-11 15:30:35,5793223,194484,904,29916445,b,Google Chrome,Mobile,0
IDhkKB8rg,2017-01-10 10:13:43,8790087,690898,904,26391770,b,Mozilla Firefox,,0
IDMc84H0d,2017-01-11 14:58:10,,208099,904,74363610,e,Edge,Tablet,0
IDP2BeKkh,2017-01-14 11:12:33,8942166,60423,904,74363610,b,Firefox,Mobile,0
IDbqvfKVy,2017-01-18 17:12:38,4176641,286964,904,2050923,a,Mozilla,Desktop,0
IDHd3CNzT,2017-01-18 09:14:20,2595132,652245,904,26391770,b,Firefox,,0
IDhrdNdOg,2017-01-16 10:17:35,8291855,208099,904,74363610,a,Firefox,Mobile,0
IDl7gWUoe,2017-01-15 07:07:00,4271030,674587,904,74363610,b,Mozilla,Desktop,0
IDI4z4Qf2,2017-01-15 00:09:27,7571342,924419,904,74363610,b,Firefox,Mobile,0
IDOriQI2n,2017-01-18 15:16:14,,241985,904,58604466,b,Mozilla Firefox,Desktop,0
ID3JPmusK,2017-01-17 08:17:39,,243055,904,58604466,b,Edge,Tablet,0
IDvZzLvPl,2017-01-11 15:15:34,437252,40284,904,74363610,b,Firefox,,0
IDSGdeNX4,2017-01-18 16:59:31,8070872,116124,904,72297026,b,Mozilla Firefox,,0
IDRFmvJKn,2017-01-18 14:54:52,5417874,60899,904,26391770,b,Safari,Tablet,0
IDdsYoY9n,2017-01-12 22:44:18,4190855,208992,904,58604466,b,Opera,Mobile,0
ID3Qmh781,2017-01-18 12:53:48,3639687,148522,904,94350426,f,Google Chrome,Mobile,0
ID2umSTFo,2017-01-12 16:55:18,,247344,904,58604466,f,Firefox,Mobile,0
IDBmWNsIe,2017-01-11 13:37:39,1142201,823127,904,2050923,a,InternetExplorer,Desktop,0
ID8JhKAZY,2017-01-17 07:38:23,8794170,859802,904,26391770,b,Edge,Tablet,0
IDgqMgagf,2017-01-16 09:46:32,6073952,921202,904,94350426,b,Chrome,,0
ID4jzp0N9,2017-01-19 18:45:22,1997717,359388,904,94350426,b,,Desktop,0
IDzp6YTKe,2017-01-14 14:46:00,1085464,805980,904,26391770,b,Firefox,Mobile,0
IDoKCFGJ1,2017-01-15 05:16:04,4040355,358697,904,74363610,a,Firefox,Mobile,0
ID3Trr8wk,2017-01-15 15:25:08,1233532,919838,904,74363610,c,Firefox,Mobile,0
IDudZQHxF,2017-01-19 16:04:01,8172268,647876,904,26391770,e,Mozilla,Desktop,0
IDFJ6IALC,2017-01-14 16:26:40,7946744,805939,904,58604466,b,IE,Mobile,0
IDm75ueKH,2017-01-17 04:50:57,1944278,778544,904,26391770,a,Edge,Tablet,0
IDIuDd5Mk,2017-01-16 06:26:07,1531644,344933,904,94350426,b,Firefox,Mobile,0
IDHiZmry1,2017-01-13 14:10:14,3748850,272564,904,20301556,b,Firefox,Mobile,0
IDWA5Fljz,2017-01-11 08:46:06,512933,874797,904,94350426,e,Firefox,Mobile,0
IDLmK6i3M,2017-01-12 17:01:48,2242240,851365,904,26391770,a,Chrome,Desktop,0
IDlQei7dq,2017-01-18 06:53:27,1137394,786169,904,26391770,b,Edge,,0
IDgBx01tq,2017-01-12 10:26:32,2012,745283,904,26391770,b,,Desktop,0
IDeDOiKSy,2017-01-19 15:48:53,4115041,335971,904,94350426,b,Firefox,Mobile,0
IDdnoulx9,2017-01-17 04:27:55,7122485,988176,904,29916445,e,InternetExplorer,Desktop,0
IDTaEEYVO,2017-01-16 19:49:21,7866210,921107,904,58604466,a,Internet Explorer,Tablet,0
IDJUwvebM,2017-01-15 19:14:26,593610,577551,904,74363610,d,Mozilla Firefox,Desktop,0
ID7LtMNAH,2017-01-16 19:47:34,4328986,874797,904,94350426,b,Edge,,0
IDeRq4g93,2017-01-20 12:48:28,4731473,135614,904,26391770,a,Mozilla,Desktop,0
ID52sPqHB,2017-01-12 18:49:50,3767315,618964,904,26391770,f,Edge,Tablet,0
IDTKC3Llq,2017-01-11 15:05:34,2177959,604081,904,2050923,a,,Desktop,0
IDRK93o3z,2017-01-11 14:25:17,140844,905796,904,26391770,e,Edge,Tablet,0
IDtkSLfOb,2017-01-12 15:20:24,100248,715010,904,74363610,b,Edge,Tablet,0
IDKmBxi0Y,2017-01-14 10:54:35,7643818,355792,904,74363610,a,Google Chrome,,0
ID0utptk4,2017-01-18 11:31:13,2860314,462542,904,94350426,b,Mozilla,,0
IDQtYJWvD,2017-01-18 05:31:10,9824474,58535,904,26391770,a,Firefox,Mobile,0
IDg5l8fLr,2017-01-11 13:09:29,7654572,809376,904,58604466,b,Firefox,Mobile,0
IDWwvlVG2,2017-01-14 09:32:39,1460006,137640,904,74363610,f,Mozilla Firefox,Desktop,0
ID9mZwXBp,2017-01-11 03:16:21,5111655,595994,904,74363610,a,Edge,Tablet,0
IDGn9fgMs,2017-01-17 04:08:12,885229,313015,904,58604466,c,Firefox,Mobile,0
IDwrq04t5,2017-01-14 11:20:03,8053092,111363,904,29916445,f,IE,Mobile,0
ID7z2PmU3,2017-01-10 16:35:14,681602,294915,904,26391770,d,Firefox,Mobile,0
IDcDhjQ36,2017-01-11 13:48:32,,481541,904,74363610,b,Edge,,0
ID2mUw6Fs,2017-01-20 19:57:02,5315159,417600,904,58604466,b,Edge,Tablet,0
IDocwprDL,2017-01-12 13:34:10,5396209,503312,904,29916445,e,Chrome,Desktop,0
IDNmYgPm4,2017-01-13 08:41:35,9210119,704931,904,20301556,b,Mozilla Firefox,Desktop,0
IDIgr8dn2,2017-01-16 14:25:27,,686054,904,26391770,e,Opera,Mobile,0
ID4nXzUQS,2017-01-17 09:25:43,4008126,33746,904,26391770,f,Mozilla,Desktop,0
IDFKG7CZI,2017-01-18 17:58:56,5000844,335925,904,26391770,b,Edge,Tablet,0
IDQFjDZjP,2017-01-14 09:02:47,9422625,411478,1678,24374189,b,Google Chrome,Mobile,0
IDAn7Wyip,2017-01-15 11:10:12,7455357,804630,1678,29916445,b,Chrome,Desktop,0
IDwevSgoU,2017-01-18 12:10:01,4910681,708898,1678,37616751,b,,Mobile,0
IDEUgBe6q,2017-01-12 09:55:07,7415351,378420,1678,74363610,a,Firefox,Mobile,0
IDwtxUlPp,2017-01-16 14:59:13,1038501,230715,1678,29916445,f,Internet Explorer,Tablet,0
IDsMvYtgW,2017-01-15 16:47:47,,590929,1678,22889981,b,IE,Mobile,0
IDnmG3ie7,2017-01-13 11:47:16,1176598,46637,1678,12817537,d,Edge,Tablet,0
IDh9AlS52,2017-01-10 13:49:55,4195486,919808,1678,73017084,b,,Mobile,0
IDIXqS3oS,2017-01-15 06:17:30,4836001,814872,1678,63970917,d,Edge,Tablet,0
IDN3InEg8,2017-01-18 17:13:13,7608803,631376,1678,76522512,b,,Tablet,0
IDpFLB3Cm,2017-01-13 17:58:48,9890101,910164,1678,14334527,b,Google Chrome,Mobile,0
IDSUhs5Tg,2017-01-15 12:17:46,8888752,829933,1678,76464134,a,Internet Explorer,Tablet,0
IDNNbd0N7,2017-01-10 17:16:58,5299501,454308,1678,89365695,a,,Desktop,0
IDT0r2Zyd,2017-01-20 15:42:12,5504295,631376,1678,76522512,b,Edge,Tablet,0
IDfybqJFo,2017-01-12 16:21:50,5363290,900686,1678,28553354,a,Firefox,Mobile,0
IDRX9Aj85,2017-01-20 16:45:52,1843737,799385,1678,87903766,b,Edge,Tablet,0
IDnAUn02I,2017-01-12 10:56:30,,661651,1678,73017084,a,Firefox,Mobile,0
ID6UxWKf5,2017-01-16 13:54:08,2325904,465945,1678,87903766,a,Edge,Tablet,0
IDuBwk907,2017-01-13 16:11:11,2558812,123712,1678,57337231,f,InternetExplorer,Desktop,0
IDMjYUHBT,2017-01-20 09:12:36,,295583,1678,49302500,f,Google Chrome,Mobile,0
IDXlhSKdT,2017-01-16 11:26:36,1353272,665884,1678,260443,b,Firefox,Mobile,0
IDzwd1Hsl,2017-01-17 10:30:40,7000778,631376,1678,76522512,b,Firefox,Mobile,0
IDmbxKxqn,2017-01-12 14:59:58,2475914,260727,1678,28300713,b,Edge,Tablet,0
IDyZ7qIz9,2017-01-16 08:36:14,,829933,1678,76464134,a,Edge,Tablet,0
IDOa5cWIY,2017-01-16 10:35:54,1950289,271008,1678,93157824,a,Mozilla Firefox,Desktop,0
IDNVd2s68,2017-01-18 17:25:00,4448575,389924,1678,73017084,f,Edge,,0
IDcwDTa7c,2017-01-15 14:30:10,3952352,144250,1678,91553313,c,Google Chrome,,1
IDIPW0Jx4,2017-01-20 09:11:42,1051913,295583,1678,49302500,a,Mozilla Firefox,Desktop,0
IDTEPckgV,2017-01-14 16:46:32,6646937,116255,1678,76464134,d,Firefox,Mobile,0
IDvMDK1p4,2017-01-15 13:49:17,9382364,829933,1678,76464134,e,Firefox,,0
IDxI85JRz,2017-01-15 15:17:21,3636407,597364,1678,29916445,f,Edge,Tablet,0
IDNjI50hZ,2017-01-15 18:26:25,6799890,950457,1678,93157824,b,Mozilla,Desktop,0
ID2JRBiX8,2017-01-15 15:41:39,6289762,631376,1678,76522512,b,InternetExplorer,Desktop,0
IDj4yxG3v,2017-01-16 07:01:30,6877395,910164,1678,14334527,e,InternetExplorer,Desktop,1
IDqY3io78,2017-01-14 12:32:49,2896150,748258,1678,71321358,f,Mozilla,Desktop,0
ID9nM8pWL,2017-01-16 15:44:06,6380644,597066,1678,99512672,b,,Tablet,0
IDy6C8E1Z,2017-01-12 15:08:48,7337482,759560,1678,49365764,c,Mozilla Firefox,Desktop,0
IDN1ly4XO,2017-01-17 15:39:07,9248934,12439,1678,89420477,b,,Desktop,0
IDi3tvVDb,2017-01-15 14:21:53,9382364,829933,1678,76464134,d,Edge,Tablet,0
IDEDw8Tia,2017-01-17 09:19:20,,727857,1678,36110244,a,Edge,Tablet,0
IDO5VqDWi,2017-01-11 14:38:51,1602363,808171,1678,93157824,b,Internet Explorer,,0
IDM1WjRKn,2017-01-19 16:23:34,7524650,48993,1678,76900293,b,Internet Explorer,Tablet,0
ID91kzvsU,2017-01-17 12:01:34,9081862,598017,1678,91553313,b,Edge,Tablet,0
IDbIU2qWw,2017-01-20 11:00:30,9387886,631376,1678,76522512,e,Mozilla Firefox,Desktop,0
IDBSlmtpD,2017-01-13 07:12:12,5671724,778846,1678,62201833,b,Firefox,Mobile,0
IDdwk2Aj4,2017-01-20 15:52:34,3434260,338373,1678,91553313,e,Mozilla,Desktop,0
IDWcZY9iK,2017-01-18 09:43:02,7040110,63300,1678,76464134,c,Firefox,Mobile,0
IDcHfIkWm,2017-01-16 08:36:01,5194887,633827,1678,63970917,c,Edge,Tablet,0
IDPwK1847,2017-01-20 15:04:47,6505802,513021,1678,93157824,f,Edge,Tablet,0
IDrc5zoNv,2017-01-10 17:41:00,2201560,433620,1678,63970917,a,Mozilla Firefox,Desktop,0
IDUtqBk4o,2017-01-14 10:26:06,6014368,522556,1678,1064733,b,Firefox,,0
IDajj4WJ7,2017-01-17 12:25:57,1768308,826365,1678,80645978,e,Edge,Tablet,0
IDcOyoRxF,2017-01-15 10:57:04,9659709,797779,1678,20301556,b,,,0
ID80UoOEo,2017-01-11 09:44:22,,107452,1678,91553313,c,,Desktop,1
IDyee5bLK,2017-01-16 13:43:50,3032043,342289,1678,76464134,a,Edge,Tablet,0
IDpjoNsmP,2017-01-14 15:29:48,8888752,638700,1678,76464134,c,Firefox,,0
IDeNxCvC8,2017-01-12 15:12:29,1521371,887484,1678,76464134,b,Mozilla,Desktop,0
IDwFFgoC7,2017-01-16 16:50:26,5828758,328309,1678,29916445,b,Firefox,Mobile,0
IDLY5MtWj,2017-01-13 15:53:33,3171667,631376,1678,76522512,e,Firefox,Mobile,0
IDlX1dVW0,2017-01-19 08:34:44,2714404,282561,1678,91553313,b,Firefox,Mobile,0
IDHWzDP5r,2017-01-18 13:27:18,6595050,359189,1678,87903766,e,Edge,Tablet,0
IDunlCcnF,2017-01-12 14:27:14,1466152,955815,1678,91553313,b,Firefox,Mobile,0
ID1VB8Usw,2017-01-12 17:48:27,2355740,948334,1678,87903766,e,Firefox,Mobile,0
IDeI4dc1a,2017-01-15 07:07:44,4800985,237422,1678,43526789,b,IE,Mobile,0
IDcE4cz42,2017-01-15 08:38:01,6083764,581485,1678,60293830,b,Edge,Tablet,0
IDAvGcuCy,2017-01-11 04:02:09,,325012,1678,56528449,b,Mozilla,Desktop,0
IDg3cxYLn,2017-01-14 14:49:19,3154177,675123,1678,54484162,c,InternetExplorer,Desktop,1
IDWGCk6po,2017-01-19 18:02:01,,762188,1678,96260990,a,Edge,Tablet,0
IDNnYf3tB,2017-01-20 14:46:02,9938512,352615,1678,66201904,b,Google Chrome,Mobile,0
ID3LWMiqv,2017-01-18 10:51:02,,829274,1678,61940782,c,Mozilla,Desktop,0
IDpJzQ4Vb,2017-01-17 17:32:53,8532587,398356,1678,9254372,e,Firefox,Mobile,0
IDowuXltb,2017-01-11 17:33:00,486423,759560,1678,49365764,e,Edge,Tablet,0
ID4v6ARlK,2017-01-12 09:34:13,8000729,526775,1678,64322853,b,Mozilla,Desktop,0
IDeoRemLZ,2017-01-18 11:23:37,1684666,713619,1678,36110244,b,Mozilla,Desktop,0
IDxsc3iM0,2017-01-20 15:13:11,6107176,868211,1678,66201904,b,InternetExplorer,Desktop,0
IDo8bVNLO,2017-01-17 14:20:26,1587949,908304,1678,61940782,b,Mozilla Firefox,Desktop,0
IDeJv65Vm,2017-01-15 14:26:04,2951615,631376,1678,76522512,c,Firefox,Mobile,0
IDEm2BRYu,2017-01-20 12:00:48,3029509,598017,1678,91553313,b,Firefox,Mobile,0
IDwD6roob,2017-01-12 14:07:11,9021243,925477,1678,44067987,a,Firefox,Mobile,0
ID7xKlJGy,2017-01-15 13:50:18,1606421,897894,1678,44598055,b,Internet Explorer,Tablet,0
IDlGuyni1,2017-01-12 18:07:05,9325758,262172,1678,37229898,f,IE,Mobile,0
IDh0wEYGv,2017-01-14 12:06:11,4836001,281256,1678,93157824,b,,,0
IDKyBgW6d,2017-01-19 10:24:22,5233371,608316,1678,260443,b,Edge,Tablet,0
ID6F1J2OT,2017-01-13 14:11:17,7840108,763474,1678,78406516,e,Edge,Tablet,0
IDdouqMX0,2017-01-13 09:24:09,6877395,829933,1678,76464134,b,Mozilla Firefox,,0
IDO2vUqbX,2017-01-20 23:03:49,3696590,937702,1678,49163542,b,Firefox,Mobile,0
IDsUSgbsC,2017-01-17 02:54:25,,580342,1678,76464134,a,Chrome,Desktop,0
ID6Gg9jht,2017-01-16 16:03:04,7294423,596649,1678,27723861,e,Mozilla,Desktop,0
IDCdaTlY9,2017-01-14 13:50:41,8524256,286077,1678,78406516,a,InternetExplorer,Desktop,0
IDa4qYLQM,2017-01-17 12:15:29,6742717,500024,1678,66201904,d,Firefox,Mobile,0
IDqyyRNyj,2017-01-19 19:21:01,8627956,207999,1678,89408393,b,Mozilla,,0
IDArMRdXD,2017-01-17 15:07:56,9070787,784012,1678,89318183,b,Google Chrome,Mobile,0
ID3ciMGdQ,2017-01-20 11:34:09,7544225,382266,1678,91553313,f,Google Chrome,Mobile,1
IDcUueON1,2017-01-11 08:26:21,6476993,658963,1678,89557780,a,,Mobile,0
IDsFRNT9T,2017-01-11 18:56:09,3024219,521246,1678,74868704,a,Edge,Tablet,0
IDs1K3Ehd,2017-01-16 17:17:29,1023323,889790,1678,29891834,b,Mozilla Firefox,Desktop,0
IDS3R5kfq,2017-01-14 14:21:42,,465625,1678,73017084,b,Edge,Tablet,0
IDFiNhZ4z,2017-01-13 17:52:04,,829933,1678,76464134,e,Firefox,Mobile,0
IDciVB1vi,2017-01-15 00:10:18,4782441,836369,1678,53807073,c,InternetExplorer,Desktop,1
IDgx4SpQk,2017-01-13 17:54:10,7356079,248922,1678,51884201,b,Google Chrome,Mobile,0
IDTCJMBm4,2017-01-11 15:53:53,,59368,1678,78406516,e,Firefox,Mobile,0
IDKxn6tPM,2017-01-17 13:38:47,3344126,631376,1678,76522512,f,Firefox,Mobile,0
ID9LTJSc8,2017-01-19 16:10:20,8574225,383714,1678,91553313,a,Edge,Tablet,0
ID4AAesdR,2017-01-11 15:25:24,3992510,116255,1678,76464134,d,Firefox,,0
ID3SYIMUX,2017-01-20 08:39:10,7051540,392343,1678,68178258,a,Mozilla Firefox,Desktop,0
IDLWSyrGs,2017-01-10 15:58:50,7746400,841997,1678,87903766,b,Safari,Tablet,0
IDOX6EZ7P,2017-01-19 03:32:47,7475053,397877,1678,53807073,b,Mozilla Firefox,Desktop,0
IDLbrLj01,2017-01-16 07:45:25,1511358,631376,1678,76522512,a,Edge,Tablet,0
IDa6eNPoI,2017-01-14 09:09:35,3171256,21333,1678,29916445,b,Edge,Tablet,0
IDC4rORQN,2017-01-17 14:02:55,775716,717823,1678,91553313,b,Mozilla,,0
IDM2Xm9lV,2017-01-17 13:25:51,5732937,631376,1678,76522512,f,Firefox,Mobile,0
ID9D7mQno,2017-01-14 09:07:17,3171256,21333,1678,29916445,b,Edge,Tablet,0
IDfCoxZ4X,2017-01-20 11:53:49,,631376,1678,76522512,d,Firefox,Mobile,0
IDNYSz5x8,2017-01-20 11:26:34,2553896,631376,1678,76522512,b,Firefox,Mobile,0
IDLxHms3Y,2017-01-16 11:10:16,679583,738275,1678,60293830,f,Edge,Tablet,0
IDje2ssgE,2017-01-15 02:23:42,6756859,948809,1678,47079934,b,Google Chrome,Mobile,0
IDlIlHRn0,2017-01-20 10:12:40,9248934,116255,1678,76464134,e,Opera,Mobile,0
IDbNfawR8,2017-01-19 15:27:43,2147423,335728,1678,83960204,b,Google Chrome,Mobile,0
IDGxdmFw1,2017-01-14 09:43:08,7892028,788036,1678,20301556,f,Firefox,Mobile,0
IDruqxpGz,2017-01-15 12:57:26,8055191,329285,1678,95302954,b,Edge,,0
IDHWaX6ex,2017-01-17 07:34:37,8400450,505461,1678,14999030,b,Firefox,,0
IDeqz4VSn,2017-01-17 16:31:09,4890949,204988,1678,93157824,e,Mozilla,Desktop,0
ID6PL1rcz,2017-01-15 18:31:42,1827329,738607,1678,73017084,f,,Mobile,0
IDffSOFdC,2017-01-13 08:04:01,9505478,678644,1678,20116446,c,Firefox,Mobile,0
IDgGg71rU,2017-01-17 15:08:54,1274182,761762,1678,41039388,e,Edge,Tablet,0
IDOw7gIxF,2017-01-20 07:42:15,7621444,631376,1678,76522512,a,Edge,,0
IDka1xREE,2017-01-12 16:08:12,6828795,898910,1678,76464134,f,Mozilla,Desktop,0
IDho68SIO,2017-01-10 10:32:04,7619727,617282,1678,73017084,b,Firefox,,0
ID0ZyP9fg,2017-01-19 16:55:28,8813595,747354,1678,65017662,f,,Desktop,0
IDIEFHMJH,2017-01-11 10:19:18,,334519,1678,76464134,b,Mozilla Firefox,,0
IDLmJzkBM,2017-01-17 15:58:50,4398583,707407,1678,44598055,a,Firefox,Mobile,0
IDpfFtC2N,2017-01-17 14:30:31,497490,586700,1678,61940782,f,IE,Mobile,0
IDeIinE59,2017-01-16 08:36:42,5232557,103586,1678,95400336,c,Edge,Tablet,0
IDSQg6Xn1,2017-01-17 14:51:22,970630,243444,1678,46683942,b,Edge,,0
IDbc50Pvf,2017-01-17 11:39:51,3032043,930682,1678,76464134,b,,Tablet,0
IDMTsiD5y,2017-01-19 11:43:57,1721151,449531,1678,70239921,e,Edge,Tablet,0
IDqSQYUgO,2017-01-18 17:34:52,,638700,1678,76464134,b,Firefox,Mobile,0
IDZXqpcFj,2017-01-16 15:19:29,9248934,116255,1678,76464134,b,,Desktop,0
IDwQLY34n,2017-01-20 10:25:20,2593897,683243,1678,89420477,b,Chrome,Desktop,0
IDD58kdq0,2017-01-12 10:04:54,1469163,71623,1678,20301556,b,Edge,Tablet,0
ID6YcuoPO,2017-01-20 16:45:16,6491762,63690,1678,36110244,f,Edge,Tablet,0
IDPnrm9BR,2017-01-12 13:58:37,7872455,448685,1678,82291592,b,Firefox,Mobile,0
ID5kY01Nl,2017-01-15 14:00:35,2479378,631376,1678,76522512,a,Edge,Tablet,0
IDqVlnnmb,2017-01-11 13:14:49,6997127,663632,1678,73017084,b,Edge,Tablet,0
IDIgAeEZI,2017-01-18 12:29:04,3416142,631376,1678,76522512,a,Firefox,Mobile,0
IDnBRGD7M,2017-01-15 10:41:07,1177943,484063,1678,29916445,b,Firefox,,0
IDAKK8oP4,2017-01-11 19:00:44,6244580,910164,1678,14334527,b,Firefox,Mobile,0
IDq5yV5HH,2017-01-14 14:17:13,572811,295167,1678,99251404,c,Firefox,Mobile,0
IDDh771pa,2017-01-17 17:16:15,8299264,723493,1678,87903766,b,Edge,,0
IDOMiFbyw,2017-01-15 10:48:12,1774885,910164,1678,14334527,f,,,0
IDJ9x4Zph,2017-01-11 14:05:18,,750191,1678,14954287,d,Firefox,Mobile,0
IDeiFOj3Z,2017-01-13 11:30:42,3149680,638700,1678,76464134,b,Mozilla Firefox,,0
IDBGoYKSJ,2017-01-15 17:05:06,6067314,753465,1678,60293830,a,Mozilla,Desktop,0
IDA0ATkoE,2017-01-15 13:57:27,9382364,829933,1678,76464134,c,Firefox,Mobile,0
ID0bvThaX,2017-01-16 09:03:07,1749261,361823,1678,61940782,b,Mozilla,Desktop,0
ID3Cqfgai,2017-01-17 14:49:10,8867888,237640,1678,64322853,a,InternetExplorer,Desktop,0
IDwn2kfsw,2017-01-13 15:26:56,7566644,103586,1678,95400336,c,Edge,,0
IDdh9xnTd,2017-01-16 06:49:48,3665704,550973,1678,43526789,b,Edge,,0
ID6txqIBo,2017-01-16 13:38:08,7569192,631376,1678,76522512,f,Mozilla,Desktop,0
IDIjVtsLv,2017-01-16 08:34:16,5232557,638700,1678,76464134,d,Mozilla,Desktop,0
IDsvKE4qe,2017-01-16 15:49:08,6864283,638700,1678,76464134,d,Edge,,0
IDvOiMgBb,2017-01-15 14:20:09,9382364,829933,1678,76464134,b,InternetExplorer,Desktop,0
IDJ3s6dXn,2017-01-11 05:15:14,2062564,662290,1678,24515862,b,,Mobile,0
IDlPiKpIS,2017-01-12 18:55:23,8266634,898700,1678,24374189,f,Edge,Tablet,0
IDJcwJhwM,2017-01-16 15:26:29,919574,249584,1678,62201833,b,Internet Explorer,,0
IDQLyxSTW,2017-01-12 18:26:32,264514,444029,1678,73017084,a,Firefox,Mobile,0
IDuYJQfUF,2017-01-18 13:10:49,318384,631376,1678,76522512,e,Firefox,Mobile,0
IDKzudWAh,2017-01-16 14:19:42,5363826,631376,1678,76522512,b,Google Chrome,Mobile,0
IDv8taHlN,2017-01-13 13:48:08,2945757,635342,1678,14954287,f,Firefox,Mobile,0
IDh2mOYbj,2017-01-20 13:31:35,7851416,839110,1678,5716520,b,Edge,Tablet,0
IDBzsgIts,2017-01-16 08:12:22,8666747,829933,1678,76464134,a,Google Chrome,Mobile,0
IDIArYYJA,2017-01-16 15:58:55,3171256,217822,1678,57337231,b,Firefox,Mobile,0
IDparFFnO,2017-01-16 15:56:40,7468769,542592,1678,99558603,d,InternetExplorer,,1
IDzkiUvLl,2017-01-11 11:12:36,7672308,254683,1678,93157824,e,Firefox,Mobile,0
IDj8KBf35,2017-01-12 14:19:44,8175889,910164,1678,14334527,c,InternetExplorer,,1
IDdevxhdI,2017-01-17 14:31:20,8769002,631376,1678,76522512,b,Firefox,Mobile,0
IDhYtZ5z9,2017-01-18 15:27:39,2025518,52254,1678,51884201,a,Google Chrome,,0
ID5haVqNi,2017-01-16 08:31:49,5232557,638700,1678,76464134,a,Edge,Tablet,0
IDs2eqZKt,2017-01-15 15:35:44,1873831,631376,1678,76522512,f,Firefox,Mobile,0
ID6hdFjaW,2017-01-11 14:53:56,8039813,116255,1678,76464134,a,Mozilla,Desktop,0
IDCsMNu4q,2017-01-20 09:35:40,7688132,868804,1678,260443,e,Firefox,Mobile,0
IDr2gQ27C,2017-01-12 11:01:50,7455357,920836,1678,20301556,a,Safari,Tablet,0
IDsrwN8xO,2017-01-15 15:35:41,2762693,85588,1678,22889981,b,Firefox,,0
IDXd6PZcW,2017-01-10 14:49:49,522272,953834,1678,76900293,c,Edge,Tablet,0
IDyX5PMW3,2017-01-12 18:23:02,264514,810252,1678,73017084,b,Firefox,Mobile,0
IDouEzhCg,2017-01-19 15:47:57,,631376,1678,76522512,b,Firefox,Mobile,0
IDdW3eqRo,2017-01-16 09:46:07,3761851,205509,1678,58604466,a,Edge,Tablet,0
ID9Q1xfM3,2017-01-20 09:43:36,2992313,631376,1678,76522512,b,Mozilla,,0
IDcRTEafQ,2017-01-12 14:31:31,1512420,469459,1678,20116446,d,Firefox,Mobile,0
IDJ52nlCO,2017-01-14 11:46:19,3660640,874695,1678,76464134,a,InternetExplorer,Desktop,0
